"","N_USUARIS","Any","Núm. Expedient","Municipi","Estat","Tipus","HORES_SERVEI_SAD","PREU_SERVEI_SAD","IMPORT_SERVEI_SAD","IMPORT_SERVEI_SAD_IVA","HORES_SERVEI_SAD_NO","PREU_SERVEI_SAD_NO","IMPORT_SERVEI_SAD_NO","IMPORT_SERVEI_SAD_NO_IVA","Data de naixement","Sexe","Any de naixement","EDAT","TIPUS_SERVEI_SAD","Codi","PREU_SERVEI_SAD_HORA","PREU_SERVEI_SAD_HORA_NO","SAD_Dona","SAD_Home","USUARIS SAD De 31 a 50","USUARIS SAD De 51 a 70","USUARIS SAD De 71 a 100","USUARIS SAD De 0 a 30","NA","N_Municipis_Any","N_USUARIS_ANY","USUARIS_Muni","Homes","Dones","De 0 a 30","De 31 a 50","De 51 a 70","De 71 a 100","Total_POB_MUNI","Perc_SAD_POB_MUNI","Perc_SAD_Dones_Muni","Perc_SAD_Homes_Muni","Perc_SAD_USUARIS_0_a_30_A","Perc_SAD_USUARIS_31_a_50_A","Perc_SAD_USUARIS_51_a_70_A","Perc_SAD_USUARIS_71_a_100_A","Perc_Pob","Esperança_vida_H_I_D_BCN_PROV","Esperança_vida_H_BCN_PROV","Esperança_vida_D_BCN_PROV","VS_65_Homes_CAT","VS_65_Dones_CAT","Total_VS_65_HD_CAT","VS_AN_Homes_CAT","VS_AN_Dones_CAT","Total_VS_AN_HD_CAT","Total places Residències","Places Centres de dia","MEAN_VALORACIO_SIT_ECO_CAT","MEAN_VALORACIO_SIT_POL_CAT","MEAN_INTERES_POL","MEAN_STF_DEM","MEAN_CONFI_POL","MEAN_IDEOLOGIA","MEAN_SENT_PERT","VO PIB milions d'euros","VO PIB  per habitant. Milers d'euros","VO PIB  per habitant. Índex Catalunya = 100","Perc_VO_PIB_ME","VO_PIB_Dico","PERC_VO_PIB_ME_CUTTED","RFDB milers d'euros","RFDB per habitant. Milers d'euros","RFDB per habitant. Índex Catalunya = 100","Perc_VO_RFD_me","VO_RFD_Dico","Perc_VO_RFD_me_CUTTED","Altitud (m)","Superficie (km2)","Perc_pob","Densit_pob","Perc_Densit_pob","Nombre de pensions","Nombre de pensionistes","Pensions per pensionista","Perc_N_Pens","Perc_Pens_Pob","IBI_Rebuts","IBI_Base imposable (milers d'euros)","IBI_Quota íntegra (euros)","IBI_Base imposable/ Rebut (euros)","IBI_Quota íntegra/ Rebut (euros)","Perc_VO_IBI_me","VO_IBI_Dico","PERC_VO_IBI_me_CUTTED","IRPF_Base imposable general per declarant (EUROS)","IRPF_Quota resultant de l'autoliquidació per declarant (EUROS)","Perc_VO_IRPF_e","VO_IRPF_Dico","PERC_VO_IRPF_e_CUTTED","Índex de Gini (CAT)","Índex de ràtio S80/S20 (CAT)","Taxa de risc de pobresa o exclusió social (taxa AROPE)","Població en risc de pobresa (després de transferències socials)","Població que viu en llars amb intensitat de treball molt baixa (1)","Població amb privació material severa","PIB (CAT)","Producció de béns públics de caràcter social","Soport financer als ens locals","Deute públic","Pressupots Consell Comarcal Vallès Oriental (milions €)","Perc_Homes_CAT_Sota_Llindar_pobresa","Perc_Dones_CAT_Sota_Llindar_pobresa","Perc_Total_Pob_CAT_Sota_Llindar_pobresa","Anys_Dependencia","Anys_Dependencia_Cutted","ABS_DSP_2017"
"3513",223,2021,"29/013/2012","Sant Antoni de Vilamajor","Actiu","Social",64,125.92,1007.36,1047.6544,0,0,0,0,1943-07-02,"Home",1943,78,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3514",224,2021,"29/019/2008","Sant Antoni de Vilamajor","Actiu","Social",66,125.92,1038.84,1080.3936,0,0,0,0,1929-12-25,"Dona",1929,92,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3515",225,2021,"29/021/2010","Sant Antoni de Vilamajor","Actiu","Social",62,125.92,975.88,1014.9152,0,0,0,0,1928-07-14,"Dona",1928,93,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3516",229,2021,"29/045/2018","Sant Antoni de Vilamajor","Actiu","Social",56,125.92,881.44,916.6976,0,0,0,0,1939-01-15,"Dona",1939,82,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3517",230,2021,"29/049/2015","Sant Antoni de Vilamajor","Baixa definitiva","Social",48,110.18,755.52,785.7408,0,0,0,0,1942-07-19,"Dona",1942,79,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3518",231,2021,"29/054/2015","Sant Antoni de Vilamajor","Actiu","Social",66,125.92,1038.84,1080.3936,0,0,0,0,1943-11-23,"Dona",1943,78,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3519",233,2021,"29/066/2015","Sant Antoni de Vilamajor","Actiu","Social",68,125.92,1070.32,1113.1328,0,0,0,0,1941-10-12,"Dona",1941,80,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3520",234,2021,"29/070/2016","Sant Antoni de Vilamajor","Actiu","Social",68,125.92,1070.32,1113.1328,0,0,0,0,1939-08-02,"Dona",1939,82,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3521",235,2021,"29/077/2016","Sant Antoni de Vilamajor","Actiu","Social",60,125.92,944.4,982.176,0,0,0,0,1929-03-29,"Dona",1929,92,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3522",236,2021,"29/094/2016","Sant Antoni de Vilamajor","Baixa definitiva","Social",16,47.22,251.84,261.9136,0,0,0,0,1939-07-26,"Dona",1939,82,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3523",238,2021,"29/110/2017","Sant Antoni de Vilamajor","Actiu","Social",33,110.18,519.42,540.1968,0,0,0,0,1953-12-02,"Dona",1953,68,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3524",239,2021,"29/120/2017","Sant Antoni de Vilamajor","Actiu","Social",8,15.74,125.92,130.9568,0,0,0,0,1933-05-30,"Dona",1933,88,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3525",240,2021,"29/122/2019","Sant Antoni de Vilamajor","Actiu","Social",58,125.92,912.92,949.4368,0,0,0,0,1936-03-03,"Dona",1936,85,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3526",241,2021,"29/136/2019","Sant Antoni de Vilamajor","Actiu","Social",66,125.92,1038.84,1080.3936,0,0,0,0,1946-12-12,"Home",1946,75,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3527",242,2021,"29/173/2018","Sant Antoni de Vilamajor","Actiu","Social",66,125.92,1038.84,1080.3936,0,0,0,0,1936-02-26,"Dona",1936,85,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3528",243,2021,"29/304/2018","Sant Antoni de Vilamajor","Actiu","Social",66,125.92,1038.84,1080.3936,0,0,0,0,1947-04-22,"Dona",1947,74,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3529",245,2021,"29/506/2021","Sant Antoni de Vilamajor","Actiu","Social",4,15.74,62.96,65.4784,0,0,0,0,1947-09-29,"Dona",1947,74,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3530",246,2021,"29/513/2021","Sant Antoni de Vilamajor","Actiu","Social",4,15.74,62.96,65.4784,0,0,0,0,1939-08-17,"Dona",1939,82,"Nateja de la llar","081982",15.74,NA,28,5,1,2,30,0,NA,16,336,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115914,190,1078,1.62089235917769,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.48115982831143,453.138686131387,1.30182259061163,"1117",1005,"1.11",1.3102998696219,Inf,3871,245083,2181236,63312.6,563.5,1.43330692458078,"IBI VO me Per sota la mitjana","Mig",25656,7059,2.35290588376465,"IRPF VO me Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3531",249,2021,"30/007/2020","Sant Celoni","Actiu","Social",32,125.92,503.68,523.8272,0,0,0,0,1967-11-05,"Dona",1967,54,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3532",250,2021,"30/009/2020","Sant Celoni","Actiu","Social",54,125.92,849.96,883.9584,0,0,0,0,1942-05-10,"Dona",1942,79,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3533",251,2021,"30/015/2020","Sant Celoni","Actiu","Social",60,125.92,944.4,982.176,0,0,0,0,1937-05-04,"Dona",1937,84,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3534",252,2021,"30/016/2020","Sant Celoni","Actiu","Social",32,125.92,503.68,523.8272,0,0,0,0,1933-10-31,"Dona",1933,88,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3535",254,2021,"30/020/2020","Sant Celoni","Actiu","Social",34,125.92,535.16,556.5664,0,0,0,0,1946-06-03,"Dona",1946,75,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3536",255,2021,"30/027/2020","Sant Celoni","Actiu","Social",36,125.92,566.64,589.3056,0,0,0,0,1946-10-22,"Home",1946,75,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3537",256,2021,"30/029/2021","Sant Celoni","Actiu","Social",26,94.44,409.24,425.6096,0,0,0,0,1947-10-15,"Dona",1947,74,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3538",257,2021,"30/033/2020","Sant Celoni","Actiu","Social",68,125.92,1070.32,1113.1328,0,0,0,0,1937-03-10,"Dona",1937,84,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
